,_id,mid,msg_type,cont,nfwd,sname,uid,r_mid,r_uid,pt,nlike
0,5eed95f0c5425e7e10b67232,1263177641953095680,3,"RT @mat: The state spent $2.75 million to purchase the app and is paying a monthly maintenance fee of $300,000. But as of May 11, just 40,0…",0,JohnPaczkowski,13475802,1262849832542105600,11113,1589999993000,-1
1,5eed7b4cc5425e7e109b9a96,1262863510905774080,3,"RT @mat: The state spent $2.75 million to purchase the app and is paying a monthly maintenance fee of $300,000. But as of May 11, just 40,0…",0,notUnitePink,116841782,1262849832542105600,11113,1589925098000,-1
2,5eed796dc5425e7e1099bd51,1262861739084955648,3,"RT @mat: The state spent $2.75 million to purchase the app and is paying a monthly maintenance fee of $300,000. But as of May 11, just 40,0…",0,carolineha_,532672756,1262849832542105600,11113,1589924676000,-1
3,5eed77a7c5425e7e1097e61c,1262850411880382468,3,"RT @mat: The state spent $2.75 million to purchase the app and is paying a monthly maintenance fee of $300,000. But as of May 11, just 40,0…",0,dms1485,259114219,1262849832542105600,11113,1589921975000,-1
4,5eef5a61c5425e7e1077b495,1265759435395383296,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,seller11,22937107,1265453653453725698,11113,1590615540000,-1
5,5eef5f91c5425e7e107cb61e,1265756370609090560,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,marideenow,453394654,1265453653453725698,11113,1590614810000,-1
6,5eef2f77c5425e7e104dd3ed,1265606450115641344,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,drmom01,718242540907048961,1265453653453725698,11113,1590579066000,-1
7,5eef1c1ec5425e7e103b6a81,1265535152899477505,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,ToniBradfield2,943659999796056064,1265453653453725698,11113,1590562067000,-1
8,5eef0fadc5425e7e102f2a8f,1265470276348923904,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,shipper_xphi,796388166,1265453653453725698,11113,1590546599000,-1
9,5eef148dc5425e7e10340561,1265469773183365120,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,Jadelia,22922231,1265453653453725698,11113,1590546479000,-1
10,5eef13d9c5425e7e10335bb6,1265469362305150978,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,investtoelectil,941713827028185088,1265453653453725698,11113,1590546381000,-1
11,5eef12c4c5425e7e10324997,1265467927328968704,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,Sandyskyblueao1,840306203200749568,1265453653453725698,11113,1590546039000,-1
12,5eef1393c5425e7e10330fa7,1265466650356150273,3,RT @mat: “We’re surging:” Alabama reports largest COVID-19 increases to date - https://t.co/TOLUZUOMNa,0,lettywho1,1654442893,1265453653453725698,11113,1590545735000,-1
